GO:0008150	1.00000000
GO:0009987	0.68124770
GO:0008152	0.45050303
GO:0044238	0.33886947
GO:0065007	0.20976325
GO:0009058	0.20030495
GO:0050789	0.19683419
GO:0043170	0.19318638
GO:0050794	0.17078771
GO:0044281	0.14831385
GO:0006139	0.14254865
GO:0090304	0.09115178
GO:0050896	0.08837468
GO:0019538	0.08544560
GO:0006793	0.08232652
GO:0006796	0.08199585
GO:0006082	0.07417714
GO:0043436	0.07344790
GO:0019752	0.07263377
GO:0019222	0.07047596
GO:0071840	0.07026333
GO:0009059	0.06855585
GO:0016043	0.06631153
GO:0019637	0.06330483
GO:0060255	0.06250768
GO:0048518	0.06190456
GO:0032502	0.06118179
GO:0006520	0.06074441
GO:0051179	0.06055927
GO:0044283	0.05948481
GO:0016070	0.05886876
GO:1901135	0.05868442
GO:0048522	0.05422086
GO:0051234	0.05399611
GO:0009889	0.05361936
GO:0080090	0.05211399
GO:0009056	0.05189004
GO:0006950	0.05185366
GO:0055086	0.05131603
GO:0010556	0.05104115
GO:0010468	0.05019711
GO:0006810	0.04966594
GO:0048519	0.04959479
GO:0048523	0.04538913
GO:0006412	0.04373743
GO:0090407	0.04319333
GO:0016053	0.04192484
GO:0046394	0.04161034
GO:0034654	0.04137670
GO:0006753	0.03984707
GO:1901605	0.03934258
GO:1901137	0.03804337
GO:0006629	0.03795525
GO:0043412	0.03768926
GO:0051716	0.03539321
GO:0019219	0.03399698
GO:0006396	0.03310524
GO:0170039	0.03309958
GO:0170033	0.03271313
GO:0006259	0.03226766
GO:0009117	0.03162735
GO:0051252	0.03007913
GO:0008652	0.02935959
GO:0005975	0.02860933
GO:0006399	0.02828918
GO:0007165	0.02785907
GO:2001141	0.02767717
GO:0006355	0.02760683
GO:0042221	0.02730770
GO:0033554	0.02708537
GO:0051641	0.02689214
GO:0048583	0.02667547
GO:1901293	0.02666254
GO:0044419	0.02663828
GO:0032501	0.02654046
GO:0072521	0.02646042
GO:0048856	0.02640868
GO:0022607	0.02567782
GO:0008610	0.02533180
GO:1901607	0.02474242
GO:0009893	0.02373588
GO:0009892	0.02339955
GO:0065008	0.02305353
GO:0010605	0.02154492
GO:0032787	0.02142931
GO:0050793	0.02135089
GO:0009165	0.02093372
GO:0033036	0.02085853
GO:0051239	0.02085691
GO:0036211	0.02083347
GO:0010604	0.02083023
GO:0070727	0.02077526
GO:0170038	0.02064914
GO:0008104	0.02060790
GO:0006996	0.02050200
GO:0010646	0.02041064
GO:0019693	0.02038881
GO:0023051	0.02038315
GO:0170034	0.02009453
GO:0009259	0.01988271
GO:0071705	0.01962723
GO:0006974	0.01931193
GO:0072527	0.01914700
GO:0006163	0.01848486
GO:0006091	0.01832802
GO:0044282	0.01815096
GO:0048869	0.01763920
GO:0006790	0.01761657
GO:0009890	0.01761091
GO:0043933	0.01719131
GO:0009891	0.01708136
GO:0010558	0.01698111
GO:0006508	0.01684367
GO:0072528	0.01677576
GO:0009966	0.01661487
GO:0016310	0.01646450
GO:0045184	0.01639335
GO:0009451	0.01624783
GO:0010557	0.01605783
GO:0009605	0.01599558
GO:0072522	0.01598184
GO:0008033	0.01597295
GO:0051128	0.01541348
GO:0065003	0.01532779
GO:0009607	0.01479905
GO:0006952	0.01465999
GO:0009057	0.01452336
GO:0046390	0.01451366
GO:0022414	0.01428567
GO:0043207	0.01415389
GO:0009260	0.01408436
GO:0051246	0.01405768
GO:0006281	0.01398896
GO:0044272	0.01369063
GO:0055085	0.01366395
GO:0009150	0.01351196
GO:0015031	0.01332763
GO:0002376	0.01302203
GO:0034655	0.01299212
GO:0051649	0.01295250
GO:0009072	0.01293957
GO:0043648	0.01285872
GO:0051707	0.01280536
GO:0006644	0.01280293
GO:0006400	0.01274796
GO:0022402	0.01264447
GO:0048584	0.01244882
GO:0009628	0.01240032
GO:0043038	0.01226368
GO:0043603	0.01217637
GO:0016054	0.01210603
GO:0043039	0.01210037
GO:0009141	0.01201548
GO:0006766	0.01192817
GO:0046395	0.01189502
GO:0141187	0.01173656
GO:0006767	0.01169533
GO:0006357	0.01161206
GO:0032879	0.01157163
GO:0009653	0.01152798
GO:0009064	0.01146653
GO:0030154	0.01134122
GO:0044403	0.01114719
GO:1901700	0.01111485
GO:0006418	0.01105260
GO:0006220	0.01087635
GO:0098542	0.01083512
GO:0016052	0.01074699
GO:0008654	0.01068474
GO:0032259	0.01061845
GO:0006164	0.01056994
GO:0009123	0.01054811
GO:0009110	0.01047050
GO:0072524	0.01035974
GO:0042364	0.01034842
GO:0046907	0.01034438
GO:0051701	0.01025059
GO:1901136	0.01000078
GO:0051240	0.00991993
GO:0032774	0.00988516
GO:0006221	0.00984555
GO:0016072	0.00981240
GO:0045934	0.00979057
GO:0045935	0.00975743
GO:0009199	0.00974692
GO:0042592	0.00959250
GO:0002682	0.00951569
GO:0009124	0.00948336
GO:0070887	0.00946557
GO:0006811	0.00933864
GO:0022603	0.00933621
GO:0009161	0.00924162
GO:0051301	0.00912763
GO:0007166	0.00907831
GO:0051049	0.00907508
GO:0006364	0.00907427
GO:1902531	0.00898776
GO:0009073	0.00888832
GO:0016051	0.00887862
GO:0045229	0.00885113
GO:0051253	0.00881475
GO:0023056	0.00869995
GO:0010647	0.00868863
GO:0051254	0.00857625
GO:0035556	0.00855523
GO:0010629	0.00851562
GO:0016192	0.00851400
GO:0006457	0.00834907
GO:1902679	0.00829086
GO:0009156	0.00828924
GO:0045892	0.00824882
GO:0005996	0.00821891
GO:0072330	0.00806692
GO:0071554	0.00806045
GO:0046434	0.00803943
GO:0009063	0.00801436
GO:0019362	0.00794322
GO:0046496	0.00792705
GO:1902680	0.00792139
GO:0045893	0.00791331
GO:0048585	0.00789471
GO:0009152	0.00783974
GO:0016071	0.00783003
GO:0010628	0.00778314
GO:0006022	0.00775727
GO:0071555	0.00771685
GO:0045595	0.00769340
GO:0042127	0.00769179
GO:0009144	0.00767966
GO:0010608	0.00767400
GO:1901606	0.00765379
GO:0065009	0.00764409
GO:0006812	0.00761094
GO:0003008	0.00757617
GO:0003006	0.00756809
GO:0006631	0.00753656
GO:0009967	0.00749937
GO:0006066	0.00743146
GO:0048513	0.00736516
GO:0030203	0.00735789
GO:0006310	0.00734819
GO:0043094	0.00727785
