gene_id,CLIP-35L33G,RNA-control,RNA-siLin28a,RNA-siLuc,RPF-siLin28a,RPF-siLuc
ENSMUSG00000088043.3|Gm23328,0,0,0,0,0,0
ENSMUSG00000087467.2|Gm13601,0,0,0,0,0,0
ENSMUSG00000115996.2|Gm49462,0,0,0,0,0,0
ENSMUSG00000116244.2|Gm49461,8,0,8,5,0,0
ENSMUSG00000115973.2|Gm36002,0,0,0,0,0,0
ENSMUSG00000053896.15|4933409G03Rik,0,0,0,0,0,0
MSTRG.14283|Gm13597,11,10,25,17,22,23
MSTRG.14286|Gm36231,0,0,0,0,0,0
MSTRG.14287|Gm13612,59,26,39,53,30,51
ENSMUSG00000079324.12|4932414N04Rik,0,0,0,0,0,0
MSTRG.14288|Stk39,0,0,43,0,0,0
MSTRG.14304|Mir7224,0,0,0,0,0,0
MSTRG.14305|Gm26743,0,0,0,0,0,0
MSTRG.14307|Gm13603,0,0,0,0,0,0
MSTRG.14308|Mir6335,0,0,0,0,0,0
MSTRG.14303|B3galt1,23,2,6,7,3,1
MSTRG.14306|Gm13604,22,9,20,23,22,30
MSTRG.14309|Gm37964,3,0,1,3,0,0
MSTRG.14310|Gm13607,8,0,13,8,4,12
MSTRG.14302,0,0,9,6,0,0
ENSMUSG00000005232.12|G6pc2,0,0,0,0,0,0
MSTRG.14294|Spc25,341,75,262,255,101,151
MSTRG.14295|Cers6,510,101,202,181,150,129
MSTRG.14300|Gm37666,0,0,1,0,0,0
ENSMUSG00000034738.9|Nostrin,0,0,0,0,0,0
MSTRG.14296|Gm37159,25,20,17,14,1,3
MSTRG.14297|Gm38236,8,0,8,4,0,1
MSTRG.14298|Gm37651,1,0,0,2,0,0
MSTRG.14299|Gm37747,2,1,5,0,0,0
MSTRG.14301|Gm38377,3,0,5,7,0,0
ENSMUSG00000027048.16|Abcb11,0,0,0,0,0,0
ENSMUSG00000083592.2|Gm13614,0,0,0,0,1,1
ENSMUSG00000027068.7|Dhrs9,0,0,0,0,0,0
ENSMUSG00000086819.2|Gm13613,6,0,0,0,0,0
MSTRG.14311|Bbs5,0,21,85,68,19,39
ENSMUSG00000075307.4|Klhl41,9,0,0,0,0,0
MSTRG.14324|Lrp2,1542,201,501,407,1077,956
MSTRG.14312|Fastkd1,197,104,279,243,64,97
MSTRG.14317|Ppig,1183,180,670,784,28,92
MSTRG.14313|Ccdc173,0,2,0,0,0,0
MSTRG.14315|Phospho2,83,65,104,114,89,135
ENSMUSG00000042155.4|Klhl23,0,0,0,0,0,0
MSTRG.14317,47,22,0,0,0,0
MSTRG.14318|Gm13622,1154,79,242,145,316,486
MSTRG.14314|Gm13623,392,27,204,149,183,261
MSTRG.14316|Gm13624,8,11,3,2,7,19
MSTRG.14319|Ssb,614,345,879,976,310,966
MSTRG.14321|Mettl5,215,50,123,180,52,85
MSTRG.14322|Mettl5os,0,0,3,0,0,0
MSTRG.14326|Ubr3,792,301,974,752,282,201
MSTRG.14326,0,0,112,0,0,0
MSTRG.14320,19,20,61,73,0,0
MSTRG.14319,304,9,62,285,0,0
MSTRG.14321|Gm13625,1,2,2,2,0,1
MSTRG.14325|Gm16510,8,4,5,4,12,17
MSTRG.14328|Gorasp2,276,261,651,426,175,286
MSTRG.14329,0,0,1,0,0,0
MSTRG.14329|Tlk1,965,222,649,678,46,70
ENSMUSG00000082303.2|Gm13633,0,0,0,0,0,0
ENSMUSG00000085868.2|Gm13632,0,0,0,0,0,0
MSTRG.14327|Gm26558,2,1,7,3,12,16
ENSMUSG00000027015.5|Cybrd1,17,0,0,14,0,0
ENSMUSG00000086132.2|Gm13631,0,0,0,0,0,0
ENSMUSG00000042064.14|Myo3b,0,0,0,0,0,0
ENSMUSG00000075304.3|Sp5,0,0,0,0,0,8
ENSMUSG00000087264.2|Gad1os,0,0,0,0,0,0
ENSMUSG00000086515.2|Erich2os,0,0,0,1,0,0
ENSMUSG00000075302.11|Erich2,0,0,0,0,0,0
ENSMUSG00000104076.2|Gm37026,0,0,0,1,0,0
ENSMUSG00000070880.11|Gad1,0,0,0,0,0,0
MSTRG.14323|Rpl9-ps7,976,573,1483,1260,352,663
MSTRG.14335|Mettl8,0,70,109,125,39,75
MSTRG.14335,0,0,1,0,0,0
MSTRG.14336|Dcaf17,303,177,450,442,72,108
MSTRG.14336,0,0,58,71,0,0
MSTRG.14330|Dync1i2,428,311,861,733,127,333
MSTRG.14341,0,13,646,303,87,83
MSTRG.14341|Slc25a12,304,293,87,250,19,103
MSTRG.14342|Gm13641,26,18,43,45,29,50
MSTRG.14331,0,3,14,21,0,7
MSTRG.14331|Platr26,0,14,0,0,0,0
MSTRG.14333|Hat1,1880,906,2147,2552,662,1349
MSTRG.14334|Gm13642,24,21,91,74,133,161
ENSMUSG00002074907.1|U6,0,0,0,0,0,0
MSTRG.14337|Metap1d,36,44,135,109,13,30
MSTRG.14338|U6,0,0,0,0,0,0
MSTRG.14339|Dlx1as,0,0,0,0,0,0
MSTRG.14340|Dlx1,0,0,0,0,0,0
MSTRG.14349|Cdca7,936,602,1167,1319,138,399
MSTRG.14343|Map3k20,98,16,102,54,26,23
MSTRG.14344|7SK,0,0,0,0,0,0
MSTRG.14345|Rpl36a-ps4,0,0,0,0,0,0
MSTRG.14346|Eif1-ps3,13,33,8,7,28,33
MSTRG.14347|Pex13-ps,23,7,14,26,36,40
ENSMUSG00000081538.2|Rps13-ps8,1,0,0,0,0,1
MSTRG.14353|Ak3l2-ps,19,31,203,86,154,106
ENSMUSG00000085427.8|6430710C18Rik,0,0,0,0,0,0
MSTRG.14354|Sp3,652,202,633,584,420,547
MSTRG.14355|ENSMUSG00002075865,0,0,0,0,0,0
MSTRG.14357|Gm11084,0,0,0,0,0,0
MSTRG.14358|Sp3os,0,7,20,8,19,15
MSTRG.14356|Hspe1-ps5,40,5,8,7,72,106
MSTRG.14332|Gm13647,0,0,23,0,0,0
MSTRG.14350|Itga6,289,43,94,37,23,1616
MSTRG.14351|Gm13663,0,0,0,0,0,0
MSTRG.14351|Gm13662,0,0,0,0,0,0
MSTRG.14348|Pdk1,1099,772,1682,1878,197,325
ENSMUSG00000087345.2|Gm13746,0,0,0,0,0,0
ENSMUSG00000049044.17|Rapgef4,0,0,0,0,0,0
ENSMUSG00000088297.4|Gm26408,0,0,0,0,0,0
ENSMUSG00000085001.2|Rapgef4os2,0,2,0,0,0,1
MSTRG.14352|Gm13739,1,0,0,0,1,1
MSTRG.14350,3107,456,1657,1284,2604,153
ENSMUSG00000085439.2|Rapgef4os1,16,1,5,4,1,1
ENSMUSG00000086231.2|Rapgef4os3,4,1,0,2,0,0
MSTRG.14367|Gpr155,0,0,0,0,0,16
MSTRG.14368|Gm13703,0,0,0,0,0,0
MSTRG.14369|Gm13709,0,0,0,0,0,0
MSTRG.14359|Ola1,1005,306,934,998,172,437
MSTRG.14360|Gm13665,47,3,40,23,27,39
MSTRG.14361|Gm13666,14,10,42,26,18,34
MSTRG.14362|Gm13664,26,0,0,0,1,0
MSTRG.14363|Sp9,7,1,3,1,0,1
MSTRG.14363,0,0,0,0,2,0
MSTRG.14364|Cir1,107,25,127,104,15,32
MSTRG.14365|Scrn3,100,55,148,149,46,59
ENSMUSG00000087176.2|D230022J07Rik,0,0,0,0,0,0
ENSMUSG00000085768.2|Gm13707,0,0,0,0,0,0
ENSMUSG00000075284.11|Wipf1,0,0,43,25,0,0
ENSMUSG00000086069.2|Gm13708,0,0,0,0,0,0
ENSMUSG00000027107.4|Chrna1,0,137,0,0,0,0
ENSMUSG00000086382.2|Chrna1os,0,0,0,3,0,0
MSTRG.14372|Chn1os3,0,0,0,0,0,0
MSTRG.14373|Chn1,122,71,207,158,14,27
MSTRG.14374|Chn1os1,0,1,0,0,0,1
ENSMUSG00000084791.2|Gm13667,0,0,0,0,0,0
MSTRG.14371,19,0,7,5,0,0
MSTRG.14377|Atf2,986,277,591,590,155,199
MSTRG.14377,0,0,19,0,0,0
MSTRG.14377|ENSMUSG00002074852,0,1,0,0,0,0
MSTRG.14375|Atp5g3,2124,1083,2775,1982,2984,2948
MSTRG.14370|Gm13668,4,66,64,41,21,56
MSTRG.14381|Lnpk,660,54,177,191,123,123
MSTRG.14382|4930445N08Rik,0,0,0,0,0,0
ENSMUSG00000082973.2|Gm13672,0,0,0,0,0,0
ENSMUSG00000001815.16|Evx2,0,0,0,0,0,0
ENSMUSG00000001819.5|Hoxd13,0,1,0,0,0,0
MSTRG.14376|Mrpl23-ps1,45,62,185,110,190,166
ENSMUSG00000119655.1|U6,1,0,0,0,1,1
ENSMUSG00000001823.6|Hoxd12,0,0,0,0,0,0
ENSMUSG00000086077.8|Gm14396,0,0,0,0,0,0
ENSMUSG00000100209.2|Gm28793,0,0,0,0,0,0
ENSMUSG00000043342.10|Hoxd9,0,0,0,0,0,0
ENSMUSG00000042499.14|Hoxd11,0,0,0,0,0,0
ENSMUSG00000099521.2|Gm28309,0,0,0,0,0,0
ENSMUSG00000050368.5|Hoxd10,0,0,0,0,0,0
ENSMUSG00000042448.6|Hoxd1,0,0,0,0,0,0
ENSMUSG00000052371.6|Hoxd3os1,0,0,0,0,0,0
ENSMUSG00000027102.5|Hoxd8,0,0,0,0,0,0
ENSMUSG00000079277.10|Hoxd3,0,0,0,0,0,1
ENSMUSG00000101174.9|Hoxd4,4,0,0,0,0,0
ENSMUSG00000065500.5|Mir10b,0,0,0,0,0,0
ENSMUSG00000075277.6|Haglr,0,0,0,0,1,0
ENSMUSG00000085015.2|Gm14424,0,0,0,0,0,0
ENSMUSG00000086559.2|Gm14426,0,0,0,0,0,0
ENSMUSG00000100642.2|Gm28230,1,0,1,0,0,1
MSTRG.14378|Mtx2,150,143,290,316,126,216
ENSMUSG00002076952.1|5S_rRNA,0,0,0,0,0,0
MSTRG.14379|Gm14425,4,3,0,0,0,0
MSTRG.14383|Gm14427,27,8,5,3,6,8
ENSMUSG00000086576.2|Gm13660,2,0,0,0,0,0
ENSMUSG00000087333.2|Gm13652,0,0,0,0,0,0
MSTRG.14385|2600014E21Rik,1,1,2,1,0,0
MSTRG.14386|A330043C09Rik,0,0,0,0,0,0
MSTRG.14389|Gm18494,0,0,0,0,0,0
ENSMUSG00000102473.2|Gm37243,0,0,0,0,0,0
MSTRG.14387|Rps6-ps4,1942,770,3652,2844,712,1437
MSTRG.14388|Gm13653,19,16,47,43,45,72
MSTRG.14393|Hnrnpa3,2538,931,3019,3126,255,595
MSTRG.14390,0,0,0,6,0,0
MSTRG.14391|U6,0,0,0,0,0,0
ENSMUSG00000087222.2|E030042O20Rik,0,0,0,0,0,0
MSTRG.14393|Gm24574,1,1,2,1,1,1
MSTRG.14390|Nfe2l2,308,161,563,473,212,277
MSTRG.14394|Ttc30a2,11,6,27,18,9,12
MSTRG.14395|Ttc30a1,28,20,65,40,20,31
ENSMUSG00000086813.2|Gm13657,0,0,0,0,0,0
ENSMUSG00000082187.2|Gm13670,0,0,0,0,0,0
MSTRG.14397|Agps,1362,488,1375,1553,178,308
MSTRG.14384|Gm13669,35,28,72,39,196,121
MSTRG.14392|Ttc30b,17,6,32,23,17,18
MSTRG.14399|Prkra,0,0,93,72,28,38
ENSMUSG00000075267.10|Pjvk,0,0,0,0,0,0
ENSMUSG00000002732.15|Fkbp7,0,0,0,0,5,10
MSTRG.14400|Plekha3,0,66,217,246,12,48
ENSMUSG00000042359.19|Osbpl6,5,1,7,14,0,2
ENSMUSG00002075085.1|ENSMUSG00002075085,0,0,0,0,0,0
ENSMUSG00000075270.12|Pde11a,0,0,0,0,0,0
MSTRG.14396|Cyct,0,0,0,0,0,13
ENSMUSG00002076140.1|ENSMUSG00002076140,1,0,0,0,0,0
MSTRG.14398|Rbm45,215,92,311,245,68,143
MSTRG.14401|Gm13651,99,84,161,140,70,110
MSTRG.14402|Gm13649,6,2,5,4,25,39
ENSMUSG00000044033.17|Ccdc141,12,14,79,19,4,8
ENSMUSG00002075103.1|ENSMUSG00002075103,0,0,0,0,0,0
MSTRG.14403|Sestd1,358,98,289,234,15,24
MSTRG.14404|Gm13650,4,1,6,9,5,7
ENSMUSG00000051747.16|Ttn,0,0,0,0,0,0
ENSMUSG00000086354.3|Gm13938,0,0,0,0,0,0
ENSMUSG00000081719.2|Gm13726,6,1,4,3,3,5
ENSMUSG00000087102.2|Gm13661,0,0,0,0,0,0
MSTRG.14409|Gm13727,0,0,0,0,0,0
MSTRG.14409|Cwc22,241,108,483,448,30,61
MSTRG.14409,0,13,32,0,1,0
MSTRG.14405|Gm14460,7,9,10,12,10,21
ENSMUSG00000084239.2|Gm14463,2,0,0,0,1,1
MSTRG.14406|Gm17014,4,0,2,2,7,13
MSTRG.14407|Gm14465,3,0,1,1,9,26
ENSMUSG00000054510.6|Gm14461,0,0,0,0,0,0
MSTRG.14408|Ube2e3,264,106,283,274,76,99
ENSMUSG00000027016.18|Zfp385b,0,0,0,0,0,0
ENSMUSG00000085845.8|Gm13944,0,0,0,0,0,0
MSTRG.14411|Itga4,0,0,0,43,0,0
MSTRG.14412|Cerkl,0,0,8,0,0,0
MSTRG.14413|Gm22606,0,0,0,3,0,0
MSTRG.14414|Gm13673,0,0,0,2,0,0
MSTRG.14412|Neurod1,0,0,17,0,0,14
MSTRG.14415|Itprid2,610,104,394,275,142,124
ENSMUSG00000034683.13|Ppp1r1c,0,0,0,0,0,0
ENSMUSG00000059173.20|Pde1a,0,0,0,0,0,0
ENSMUSG00000083519.2|Gm13674,1,0,4,6,3,2
ENSMUSG00000027004.4|Frzb,0,0,0,0,0,0
ENSMUSG00000082494.2|Gm13687,1,0,0,0,1,1
MSTRG.14417|Dnajc10,1814,265,878,702,562,486
MSTRG.14410|Prdx6b,14,10,6,6,24,39
ENSMUSG00000119241.1|U6,1,0,0,0,0,0
MSTRG.14420|Gm13675,13,16,21,41,22,40
MSTRG.14421|Gm13676,24,3,26,35,21,58
ENSMUSG00000070866.5|Zfp804a,0,0,0,0,0,0
ENSMUSG00000082666.2|Gm13677,2,0,3,1,2,4
MSTRG.14425|Gm13682,0,20,0,0,1,1
MSTRG.14426|Gm13680,689,335,981,780,255,514
MSTRG.14427|Gm13679,31,1,49,25,199,307
ENSMUSG00000080949.2|Gm13683,0,0,0,0,0,0
MSTRG.14428|Gm13685,0,2,6,4,6,15
MSTRG.14432|Zc3h15,217,259,624,789,89,202
MSTRG.14432,976,0,0,19,0,0
MSTRG.14429|Nckap1,1085,656,1503,1267,217,328
MSTRG.14430|Gm13689,0,0,5,3,0,0
MSTRG.14431|Gm24461,0,0,2,0,0,0
MSTRG.14422|Dusp19,0,21,25,0,17,17
MSTRG.14422,0,0,13,0,0,0
MSTRG.14422|Nup35,144,107,240,187,103,245
ENSMUSG00000077404.3|Gm25420,0,1,0,0,0,0
ENSMUSG00000065141.3|Gm22652,0,0,0,0,0,0
ENSMUSG00000081566.2|Gm13756,0,0,0,0,0,0
MSTRG.14416|Gm13688,51,14,11,9,26,45
MSTRG.14423|Mir684-1,15,3,18,23,1,2
MSTRG.14424|Gm13690,295,30,81,120,108,164
MSTRG.14418|Gm4735,939,1782,7540,5101,902,2637
MSTRG.14419|Gm13700,11,13,12,15,2,5
ENSMUSG00000084297.2|Gm13755,8,0,0,0,0,0
MSTRG.14434|Gm13695,65,17,73,67,6,15
ENSMUSG00000096484.2|Gm13696,5,2,2,2,1,1
ENSMUSG00000096337.2|Gm13694,5,2,2,2,1,1
ENSMUSG00000095824.2|Gm13697,5,2,2,2,1,1
ENSMUSG00000079247.3|Gm13691,5,2,2,2,1,1
ENSMUSG00000081980.2|Gm13702,6,0,0,0,0,0
ENSMUSG00000084198.2|Gm13711,0,0,0,0,0,0
ENSMUSG00000059588.14|Calcrl,0,0,0,0,0,0
ENSMUSG00000085450.2|Gm13686,0,0,0,0,0,0
MSTRG.14439|Itgav,809,58,141,204,380,173
MSTRG.14439,0,0,230,0,228,148
MSTRG.14440|Gm13684,0,0,12,0,0,0
MSTRG.14441|Dnmt3l-ps1,0,0,0,0,0,0
ENSMUSG00000048388.4|Fam171b,0,0,0,0,0,0
ENSMUSG00000034552.9|Zswim2,0,0,0,0,0,0
MSTRG.14433|Gm13698,65,15,75,70,6,15
ENSMUSG00000094336.2|Gm13693,5,2,2,2,1,1
MSTRG.14442|Tfpi,1260,21,253,14,489,293
MSTRG.14442,0,121,143,335,239,344
MSTRG.14435,28,2,2,2,0,0
MSTRG.14436|Gm13710,0,1,0,0,0,0
MSTRG.14437|Gm52947,0,0,0,0,0,0
MSTRG.14438|Gm52948,0,0,0,0,0,0
MSTRG.14436,2,6,0,0,0,0
MSTRG.14443|Mir130a,5,0,0,0,1,0
ENSMUSG00000034059.15|Ypel4,0,0,0,0,0,0
MSTRG.14445|Clp1,209,164,411,392,75,190
MSTRG.14444|Gm19426,0,0,17,13,0,0
MSTRG.14446|Serping1,19,0,0,0,59,93
ENSMUSG00000027078.15|Ube2l6,0,0,37,0,0,0
ENSMUSG00000027077.8|Smtnl1,0,0,0,0,0,0
MSTRG.14447|Timm10,113,96,164,179,128,190
MSTRG.14448|Slc43a1,0,0,0,0,0,18
MSTRG.14466|Ctnnd1,976,747,1612,1272,205,530
MSTRG.14466,0,0,508,289,0,0
MSTRG.14466|Gm28635,0,0,0,0,0,1
MSTRG.14467|Btbd18,0,0,0,0,0,0
MSTRG.14468|Selenoh,596,229,490,296,253,259
MSTRG.14466|Tmx2,1467,154,446,372,359,292
MSTRG.14469|Med19,180,130,283,249,158,230
MSTRG.14471|5S_rRNA,0,1,0,0,0,0
MSTRG.14472|U6,0,0,0,0,0,0
MSTRG.14470|Zdhhc5,573,254,512,387,145,128
MSTRG.14470,6,0,0,0,0,0
ENSMUSG00000082534.2|Gm13712,0,0,0,0,0,0
MSTRG.14449|Slc43a3,0,0,45,38,39,34
MSTRG.14449,0,0,0,0,0,0
ENSMUSG00000027073.6|Prg2,0,0,0,0,0,0
ENSMUSG00000027072.14|Prg3,0,0,0,0,0,0
MSTRG.14457|P2rx3,9,0,0,0,0,0
MSTRG.14458|Ssrp1,892,1105,2581,2196,221,588
ENSMUSG00000081014.2|Gm13714,1,0,0,0,1,1
ENSMUSG00000085135.8|Lrrc55os,0,0,0,0,0,0
ENSMUSG00000075224.11|Lrrc55,0,0,0,0,0,0
ENSMUSG00000086905.2|Gm13716,0,0,0,0,0,0
MSTRG.14453|Tnks1bp1,827,186,416,381,93,117
ENSMUSG00000086969.2|4930443O20Rik,0,0,0,0,0,0
ENSMUSG00000075219.4|Olfr994,1,0,0,0,0,0
ENSMUSG00000075218.4|Olfr995,0,0,0,0,0,0
ENSMUSG00000075215.3|Olfr1000,0,0,0,0,0,0
ENSMUSG00000110879.3|Olfr1010,0,0,0,0,0,0
ENSMUSG00000075210.5|Olfr1012,0,0,0,0,0,0
ENSMUSG00000075223.5|Olfr987,0,0,0,0,0,0
ENSMUSG00000075222.6|Olfr988,0,0,0,0,0,0
ENSMUSG00000111597.2|Olfr989-ps1,0,0,0,0,0,0
ENSMUSG00000082712.3|Olfr990-ps1,0,0,0,0,0,0
ENSMUSG00000110978.2|Olfr991-ps1,2,0,0,0,0,0
ENSMUSG00000043226.6|Olfr1009,1,0,0,2,0,0
ENSMUSG00000083029.2|Gm13720,2,0,0,0,1,1
ENSMUSG00000075209.4|Olfr1016,0,0,0,0,0,0
ENSMUSG00000053287.5|Olfr1013,0,0,0,1,0,0
ENSMUSG00000059379.4|Olfr1014,1,0,1,0,0,0
ENSMUSG00000111120.2|Gm49332,0,0,0,0,0,0
ENSMUSG00000075208.7|Olfr1019,1,0,1,1,1,1
ENSMUSG00000046975.8|Olfr1020,1,0,0,0,0,0
ENSMUSG00000050128.6|Olfr1023,19,10,5,3,1,1
MSTRG.14450|Gm40020,21,2,6,8,4,9
ENSMUSG00000057207.3|Olfr1028,22,9,19,13,1,1
ENSMUSG00000042796.3|Olfr1032,2,0,0,0,0,0
ENSMUSG00000043267.4|Olfr1031,3,7,8,8,1,1
ENSMUSG00000059873.5|Olfr1029,7,0,2,1,1,1
ENSMUSG00000044923.5|Olfr1030,0,0,0,0,0,0
ENSMUSG00000045392.9|Olfr1033,0,3,0,0,0,0
ENSMUSG00000083418.3|Olfr1035-ps1,1,0,0,0,0,0
ENSMUSG00000102091.3|Olfr1034,1,0,0,1,0,0
ENSMUSG00000075202.6|Olfr1042,1,0,0,0,0,0
ENSMUSG00000083864.2|Gm13719,0,0,0,0,0,22
ENSMUSG00000075189.6|Olfr1055,0,0,1,0,0,0
ENSMUSG00000099820.3|Olfr1036,0,0,0,0,0,0
ENSMUSG00000075205.6|Olfr1037,0,0,0,0,0,0
ENSMUSG00000050577.9|Olfr1038-ps,0,0,0,0,0,0
ENSMUSG00000075204.4|Olfr1039,4,0,0,2,0,0
MSTRG.14451|Gm13722,63,18,54,41,1,2
ENSMUSG00000075187.3|Olfr1057,0,0,0,0,0,0
ENSMUSG00000075186.5|Olfr1058,0,0,0,0,0,0
ENSMUSG00000084117.4|Olfr1063-ps1,2,0,0,0,0,0
ENSMUSG00000080924.2|Olfr1078-ps1,0,0,0,0,0,0
ENSMUSG00000090059.5|Olfr1062,0,0,0,0,0,0
ENSMUSG00000111306.3|Olfr1065,0,0,0,0,0,0
ENSMUSG00000075176.4|Olfr1085,4,0,0,0,0,0
ENSMUSG00000075172.4|Olfr1090,0,0,0,0,0,0
ENSMUSG00000078420.7|Olfr141,0,0,0,0,0,0
ENSMUSG00000044213.5|Olfr1094,1,1,0,1,0,0
ENSMUSG00000111322.2|Gm48002,1,0,0,0,0,0
ENSMUSG00000075201.3|Olfr1043,1,0,1,0,0,0
ENSMUSG00000075200.3|Olfr1044,0,0,1,0,0,0
ENSMUSG00000075199.4|Olfr52,0,0,0,1,0,0
ENSMUSG00000075198.3|Olfr1045,0,0,0,0,0,0
ENSMUSG00000075197.4|Olfr1046,0,0,0,0,0,0
ENSMUSG00000075196.4|Olfr1047,1,0,0,0,0,0
ENSMUSG00000075195.4|Olfr1048,0,0,0,0,0,0
ENSMUSG00000075194.4|Olfr1049,0,0,0,0,0,0
ENSMUSG00000083969.2|Olfr1050-ps1,0,0,0,0,0,0
ENSMUSG00000075193.3|Olfr1051,0,0,0,0,0,0
ENSMUSG00000047149.6|Olfr1052,0,0,0,0,0,0
ENSMUSG00000075167.4|Olfr1101,1,0,0,0,0,0
ENSMUSG00000070875.6|Olfr1100,0,0,0,0,0,0
ENSMUSG00000075174.3|Olfr1087,0,0,0,0,0,0
ENSMUSG00000110953.2|Olfr1088-ps1,0,0,0,0,0,0
ENSMUSG00000111711.2|Olfr1089,0,0,0,0,0,0
ENSMUSG00000075166.3|Olfr1104,4,0,1,1,1,1
ENSMUSG00000086338.3|Olfr1096,0,0,0,0,0,0
ENSMUSG00000075170.5|Olfr1097,0,0,0,0,0,0
ENSMUSG00000075165.4|Olfr1105,0,0,2,0,0,0
ENSMUSG00000075164.3|Olfr1106,0,0,0,0,0,0
ENSMUSG00000075163.6|Olfr1107,0,0,0,0,0,0
ENSMUSG00000075161.4|Olfr1109,7,0,0,0,0,0
ENSMUSG00000075160.4|Olfr259,0,0,0,0,0,0
ENSMUSG00000081853.2|Gm13735,6,0,0,0,1,1
MSTRG.14452|Gm13730,3,7,21,22,4,11
MSTRG.14455|Gm13732,12,0,0,1,2,5
ENSMUSG00000075159.6|Olfr1110,0,0,0,0,0,0
ENSMUSG00000075158.6|Olfr1111,0,0,0,0,0,0
ENSMUSG00000081041.2|Nlk-ps1,0,0,0,0,0,0
ENSMUSG00000081610.2|Gm13733,1,0,0,0,1,0
MSTRG.14454|Gm13728,21,1,4,10,4,7
MSTRG.14456|Gm13729,21,1,3,2,2,4
MSTRG.14459|Gm13731,4,1,3,3,7,11
ENSMUSG00000070855.9|Olfr1116,65,14,34,21,1,1
ENSMUSG00000083706.4|Olfr1118,5,0,2,2,1,0
ENSMUSG00000081234.4|Olfr1120,23,4,16,16,1,1
ENSMUSG00000025838.13|Pramel6,0,0,0,0,0,0
ENSMUSG00000062272.5|Olfr1129,3,1,1,3,0,0
ENSMUSG00000061520.5|Olfr153,0,0,5,1,1,1
ENSMUSG00000075156.5|Olfr1128,0,1,0,0,0,0
ENSMUSG00000083267.3|Olfr1127-ps1,1,0,0,0,0,0
MSTRG.14461|Gm13736,25,26,84,110,93,125
MSTRG.14462|Gm13740,2,3,4,2,16,22
MSTRG.14463|Gm13744,9,34,9,13,9,22
MSTRG.14464|Gm13743,115,9,17,17,6,8
ENSMUSG00000047594.5|Olfr1122,5,3,10,5,1,0
ENSMUSG00000043274.5|Olfr1123,27,0,2,1,0,1
ENSMUSG00000050772.3|Olfr1124,20,9,7,9,1,1
ENSMUSG00000058194.4|Olfr1126,0,0,0,0,0,0
ENSMUSG00000025839.4|Pramel7,0,0,0,0,0,0
MSTRG.14460|Gm1826,25,33,104,77,83,120
ENSMUSG00000061875.3|Olfr1148,1,0,0,0,0,0
ENSMUSG00000068816.4|Olfr152,3,19,7,6,1,0
ENSMUSG00000070853.6|Olfr1150-ps1,0,0,0,0,0,0
ENSMUSG00000047039.5|Olfr1151,1,0,0,0,0,0
ENSMUSG00000059205.6|Olfr1130,0,0,0,0,0,0
ENSMUSG00000068819.4|Olfr1131,1,0,0,0,1,1
ENSMUSG00000068818.6|Olfr1132,0,1,0,0,0,0
ENSMUSG00000082428.2|Gm13742,0,0,0,0,1,1
ENSMUSG00000075155.3|Olfr1133,0,0,0,0,0,0
ENSMUSG00000111747.3|Olfr1134,0,0,0,0,0,0
ENSMUSG00000075153.3|Olfr1135,0,0,0,0,0,0
ENSMUSG00000075146.3|Olfr1154,0,0,0,1,1,0
ENSMUSG00000045225.5|Olfr1152,26,20,36,33,1,1
ENSMUSG00000082056.2|Gm13745,0,0,0,0,0,0
ENSMUSG00000075145.3|Olfr1155,0,1,0,0,0,0
ENSMUSG00000075144.6|Olfr1156,29,8,23,15,0,0
ENSMUSG00000075143.6|Olfr1157,0,0,0,0,0,0
ENSMUSG00000062793.7|Olfr1158,0,0,0,0,0,0
ENSMUSG00000081345.3|Olfr1159-ps1,0,0,0,0,0,0
ENSMUSG00000075142.2|Olfr74,2,0,0,0,0,0
ENSMUSG00000075141.6|Olfr1160,0,0,0,20,0,0
ENSMUSG00000045150.6|Olfr1161,1,0,0,1,0,0
ENSMUSG00000075140.5|Olfr73,7,0,12,10,0,0
ENSMUSG00000075139.4|Olfr1162,0,0,0,0,0,0
ENSMUSG00000100899.3|Olfr1167,0,1,0,30,0,0
ENSMUSG00000075133.3|Olfr1170,0,0,0,0,0,0
ENSMUSG00000075132.3|Olfr1173,42,10,37,38,1,1
ENSMUSG00000075125.3|Olfr1181,0,0,0,0,0,0
ENSMUSG00000050023.5|Olfr1176,0,0,0,0,0,0
ENSMUSG00000075128.8|Olfr1177-ps,0,0,0,0,0,0
MSTRG.14465|Olfr1175,35,0,25,28,0,0
ENSMUSG00000056995.4|Olfr1178,11,2,15,6,1,1
ENSMUSG00000049372.12|Olfr1183,11,2,5,6,1,1
ENSMUSG00000082882.3|Olfr1186,0,0,0,0,0,0
ENSMUSG00000051424.3|Olfr1184,0,0,0,0,0,0
ENSMUSG00000057735.7|Olfr1185-ps1,0,0,0,0,0,0
ENSMUSG00000081073.2|Gm13758,0,0,0,0,0,58
ENSMUSG00000068808.3|Olfr1189,0,0,0,0,0,0
ENSMUSG00000111196.2|Gm47581,0,0,0,0,0,0
ENSMUSG00000075126.5|Olfr475-ps1,0,0,0,0,0,0
ENSMUSG00000081948.5|Olfr1191-ps1,29,10,20,18,0,0
ENSMUSG00000111590.3|Olfr1192-ps1,0,0,0,0,0,0
ENSMUSG00000075121.3|Olfr1195,0,0,0,0,0,0
ENSMUSG00000075119.3|Olfr1197,0,0,0,0,0,0
