GO:0003674	1.00000000
GO:0005488	0.48676007
GO:0003824	0.36182260
GO:0036094	0.26643534
GO:0043167	0.22985556
GO:0043169	0.12218020
GO:1901363	0.12132994
GO:0003676	0.11929031
GO:0016740	0.11808668
GO:0046872	0.11778535
GO:1901265	0.11334938
GO:0000166	0.11313954
GO:0043168	0.11087665
GO:0017076	0.10245124
GO:0097367	0.09907453
GO:0016787	0.09635587
GO:0032553	0.09468556
GO:0032555	0.09206846
GO:0030554	0.08829726
GO:0035639	0.08717085
GO:0032559	0.07793630
GO:0005524	0.07480133
GO:0003723	0.06867322
GO:0005515	0.06821829
GO:0140640	0.06287246
GO:0016491	0.05600825
GO:0005198	0.04770874
GO:0140098	0.04766761
GO:0003677	0.04681819
GO:0016772	0.04640271
GO:0140096	0.04550208
GO:0005215	0.04546431
GO:0022857	0.04456789
GO:0003735	0.04132547
GO:0046914	0.03994222
GO:0016874	0.03609044
GO:0140101	0.02943018
GO:0016817	0.02931687
GO:0016818	0.02913137
GO:0016462	0.02899120
GO:0016788	0.02873352
GO:0019843	0.02856481
GO:0016301	0.02851865
GO:0016829	0.02604508
GO:0015075	0.02583692
GO:0015318	0.02523930
GO:0000287	0.02367055
GO:0008324	0.02326179
GO:0017111	0.02306286
GO:0022890	0.02258863
GO:0016853	0.02244090
GO:0140657	0.02234102
GO:0098772	0.02229150
GO:0016741	0.02076891
GO:0008270	0.02070344
GO:0016773	0.02033413
GO:0022804	0.01985150
GO:0015078	0.01677528
GO:0008233	0.01659398
GO:0140110	0.01614744
GO:0016746	0.01614325
GO:0008168	0.01599636
GO:0016757	0.01459380
GO:0016887	0.01452917
GO:0015399	0.01440663
GO:0140097	0.01422365
GO:0004518	0.01419931
GO:0019001	0.01416909
GO:0032561	0.01415314
GO:0003700	0.01373934
GO:0016879	0.01333226
GO:0016779	0.01327686
GO:0000049	0.01313165
GO:0051540	0.01308045
GO:0051536	0.01305108
GO:0043565	0.01300995
GO:0004672	0.01280263
GO:0003690	0.01258859
GO:0005525	0.01236868
GO:0016810	0.01212191
GO:0015267	0.01209925
GO:0022803	0.01209925
GO:0005102	0.01206568
GO:0016875	0.01174085
GO:0004812	0.01174001
GO:0016747	0.01136818
GO:0008757	0.01132705
GO:0044877	0.01120366
GO:0016835	0.01113316
GO:0042802	0.01106433
GO:0005216	0.01056995
GO:0009055	0.01051288
GO:0016614	0.01023002
GO:1990837	0.01001262
GO:0022853	0.00982293
GO:0051539	0.00979943
GO:0060089	0.00960302
GO:0005506	0.00957448
GO:0019899	0.00944354
GO:0016651	0.00941249
GO:0016616	0.00928155
GO:0038023	0.00896092
GO:0030234	0.00887950
GO:0004519	0.00883417
GO:0046983	0.00864616
GO:0042578	0.00845982
GO:0001067	0.00843632
GO:0000976	0.00841953
GO:0042626	0.00838260
GO:0008173	0.00830790
GO:0016830	0.00826677
GO:0004175	0.00825166
GO:0005261	0.00825083
GO:0140677	0.00821389
GO:0180051	0.00815682
GO:0003924	0.00790249
GO:0016836	0.00771868
GO:0008289	0.00752227
GO:0016655	0.00737454
GO:0019842	0.00733845
GO:0016765	0.00723521
GO:0046906	0.00700271
GO:0004540	0.00695235
GO:0120543	0.00682728
GO:0016763	0.00681721
GO:0003954	0.00679035
GO:0004888	0.00663172
GO:0090729	0.00656121
GO:0016798	0.00651924
GO:0000981	0.00641936
GO:0003729	0.00641348
GO:0046873	0.00640006
GO:0016791	0.00631612
GO:0140678	0.00625401
GO:0004674	0.00616420
GO:0015252	0.00610544
GO:0043021	0.00607187
